"","cell_ID","Ventricular Cardiomyocyte","Fibroblast","Adipocyte","Myeloid","Mural cell","Neural cell","Endothelial cell","Lymphoid","Mast cell","Atrial Cardiomyocyte","Mesothelial cell","Lymphatic Endothelial cell"
"1","0",0.724091736122366,0,0,0,0,0,0,0.275908263877634,0,0,0,0
"2","1",0.271406190739951,0.297741819000803,0,0,0.136665115762994,0,0.294186874496251,0,0,0,0,0
"3","2",0.350440645738035,0,0,0,0,0,0.25731684801752,0,0,0,0.392242506244445,0
"4","3",0.362018333049317,0,0,0,0.197834237626109,0,0,0,0,0,0.440147429324574,0
"5","4",0.417272698254386,0,0,0,0,0,0,0,0,0,0.229890033141731,0.352837268603883
"6","5",0.441000262786851,0,0,0,0,0,0,0,0,0,0.305712701350121,0.253287035863028
"7","6",0.550294321959542,0,0,0,0,0.129362151124739,0,0,0,0,0.320343526915719,0
"8","7",0,0.162691613305853,0,0,0,0.169162179316672,0.240593196009502,0.174120541152467,0,0,0,0.253432470215505
"9","8",0.263151188279162,0,0,0.205292421324374,0,0.163586376786815,0,0,0,0,0.174807035435689,0.19316297817396
"10","9",0,0,0,0.211908698889221,0.182404107708707,0,0.400498871359113,0.205188322042959,0,0,0,0
"11","10",0.317659618744643,0,0,0,0,0,0.204773958887584,0,0,0,0.477566422367772,0
"12","11",0.278920522886569,0,0,0,0.33080219909398,0,0.204718972204829,0.185558305814622,0,0,0,0
"13","12",0.287450390084653,0,0,0,0,0.196954853485478,0,0.216133402499638,0,0,0.299461353930231,0
"14","13",0.338981055057814,0.271777503682361,0,0,0,0,0.166044778000554,0,0,0,0.223196663259271,0
"15","14",0.307086020017643,0,0,0.208740196201908,0,0.25008040688824,0,0,0,0,0,0.23409337689221
"16","15",0,0.171513563974034,0,0,0.28853396175731,0,0.232151456793058,0,0,0,0.307801017475599,0
"17","16",0.176390032803706,0,0,0.438691928918336,0,0,0,0,0,0,0.384918038277957,0
"18","17",0.342344631349138,0,0,0,0,0,0,0,0,0,0.657655368650862,0
"19","18",0,0,0,0.177365429780594,0,0.21972712997723,0,0,0,0,0.350493101239547,0.252414339002629
"20","19",0.480859824333816,0.324071881258725,0,0,0,0,0,0,0,0,0.195068294407459,0
"21","20",0.244808957270386,0,0,0.546949848060759,0,0,0,0,0,0,0,0.208241194668855
"22","21",0,0,0,0,0.353416973009321,0.211448655200991,0,0,0,0,0.435134371789687,0
