"","cell_ID","glutamatergic neuron","inhibitory interneuron","vascular associated smooth muscle cell","endothelial cell","radial glial cell","oligodendrocyte precursor cell","caudal ganglionic eminence derived interneuron","microglial cell","medial ganglionic eminence derived interneuron","pericyte","astrocyte","neural progenitor cell","oligodendrocyte"
"1","0",0.424760721480108,0,0,0,0,0.230028925484414,0.345210353035479,0,0,0,0,0,0
"2","1",0,0,0.211145467086607,0,0,0,0.557348162737465,0,0,0,0.231506370175928,0,0
"3","2",0.828400264174033,0,0,0,0,0.132785031220739,0.038814704605228,0,0,0,0,0,0
"4","3",0,0,0,0,0,0.145972600597265,0,0.177705569022926,0,0,0.338665063385378,0,0.33765676699443
"5","4",0,0,0,0,0,0,0.122154184133711,0.294299043293702,0,0,0.200906210906285,0.382640561666302,0
"6","5",0,0,0,0,0,0.252933236544811,0.154644989223533,0,0.378004166940786,0,0.21441760729087,0,0
"7","6",0.645553325003099,0,0,0,0,0,0.201533477571417,0,0,0,0.152913197425484,0,0
"8","7",0.292395191427658,0,0.302115699822961,0,0,0.245518323952475,0,0,0,0,0.159970784796906,0,0
"9","8",0,0,0,0,0,0,0.495818644669024,0,0,0,0.223777661349399,0.280403693981577,0
"10","9",0.301773088593667,0,0,0,0,0.315381358052781,0,0,0,0,0.231441537122735,0.151404016230816,0
"11","10",0,0,0,0,0,0.619476237205289,0.170069255877928,0,0,0,0.210454506916783,0,0
"12","11",0.394845334058199,0,0,0,0,0,0.420040072653448,0,0,0,0.185114593288353,0,0
"13","12",0,0,0,0,0,0.156760505060901,0.240949760311952,0,0,0,0.187157986472618,0.41513174815453,0
"14","13",0.61122140040698,0,0,0,0,0,0.38877859959302,0,0,0,0,0,0
"15","14",0.147441484646469,0,0,0,0,0.183338111146632,0.530685264079392,0,0,0,0.138535140127507,0,0
"16","15",0.293360513166207,0,0,0,0,0.337439212618375,0.165907679225554,0,0,0,0.203292594989864,0,0
"17","16",0,0,0,0,0,0.51110698201782,0.287530002833437,0,0,0,0.201363015148743,0,0
"18","17",0,0,0,0,0,0.394866943444825,0.605133056555175,0,0,0,0,0,0
"19","18",0.489589125697185,0,0.274385027879918,0,0,0,0.0964388860767645,0,0,0,0.139586960346133,0,0
"20","19",0,0,0.187427848978036,0,0,0.558571896464445,0.254000254557519,0,0,0,0,0,0
"21","20",0.797210240568229,0,0,0,0,0.202789759431771,0,0,0,0,0,0,0
"22","21",0.291617306757566,0,0,0,0,0.440439307110433,0.267943386132001,0,0,0,0,0,0
"23","22",0.524963676459308,0,0,0,0,0.203307083933417,0.271729239607275,0,0,0,0,0,0
"24","23",0.425352602171372,0,0,0,0,0,0.373061764149951,0,0,0,0.201585633678677,0,0
"25","24",0,0,0,0,0,0.187344633323349,0.357296097036487,0,0,0,0.214445848331736,0,0.240913421308428
"26","25",0,0,0,0,0,0,0.198354418619336,0,0.379564611049989,0,0.212270600683887,0.209810369646787,0
"27","26",0,0,0,0,0,0.154079864510964,0.35601091753526,0,0,0,0.489909217953776,0,0
"28","27",0.476987017163858,0,0,0,0,0.165733344618919,0.102709958138798,0,0,0,0.254569680078425,0,0
"29","28",0,0,0.121205807804122,0,0,0.395351455400237,0.0252411371125728,0,0,0,0.248394120835669,0,0.2098074788474
"30","29",0.786502794899865,0,0,0,0,0,0.0614399254252663,0,0,0,0.152057279674869,0,0
"31","30",0,0,0,0,0.131949133184445,0.399983979132523,0,0,0,0,0.204256212589227,0.263810675093806,0
"32","31",0,0,0,0,0,0.569880740354234,0.200888876544531,0,0,0,0.229230383101235,0,0
"33","32",0,0,0,0,0,0.230269987529998,0.419740657464624,0,0,0.211422983306404,0.138566371698975,0,0
