"","cell_ID","Ventricular Cardiomyocyte","Fibroblast","Adipocyte","Myeloid","Mural cell","Neural cell","Endothelial cell","Lymphoid","Mast cell","Atrial Cardiomyocyte","Mesothelial cell","Lymphatic Endothelial cell"
"1","0",0,0,1,0,0,0,0,0,0,0,0,0
"2","1",0,0,0,0.259987176967613,0,0,0,0,0,0.740012823032387,0,0
"3","2",0.238173119224047,0.237757180912881,0.524069699863072,0,0,0,0,0,0,0,0,0
"4","3",0.332205262604444,0,0.667794737395556,0,0,0,0,0,0,0,0,0
"5","4",0.617538374201897,0,0,0.382461625798103,0,0,0,0,0,0,0,0
"6","5",0,0,1,0,0,0,0,0,0,0,0,0
"7","6",0.362574978949429,0,0.223148600865438,0,0,0,0,0,0,0.414276420185133,0,0
"8","7",0.452567689627979,0,0,0.547432310372021,0,0,0,0,0,0,0,0
"9","8",0,0,0.667809526742623,0,0,0,0,0,0.162385960740125,0.169804512517252,0,0
"10","9",0.575526411410845,0,0,0,0,0,0,0,0,0.424473588589155,0,0
"11","10",0,0,0,0.783514754357341,0,0,0,0,0.216485245642659,0,0,0
"12","11",0.497978130905223,0,0.224879087135117,0,0,0,0,0,0,0.27714278195966,0,0
"13","12",0.230398127433779,0,0.455088991223031,0,0,0,0,0,0,0.31451288134319,0,0
"14","13",0,0,0.61683302442613,0.186423269540561,0,0,0,0,0,0.19674370603331,0,0
"15","14",0.327955610649549,0,0.446087049524456,0.225957339825995,0,0,0,0,0,0,0,0
"16","15",0.206568912897284,0,0.61855179724088,0,0,0,0,0,0,0.174879289861836,0,0
"17","16",0,0,0,0,0,0,0,0,0.15501898792727,0.84498101207273,0,0
"18","17",0.44636200310818,0.115300517883279,0.279519239814095,0.158818239194446,0,0,0,0,0,0,0,0
"19","18",1,0,0,0,0,0,0,0,0,0,0,0
"20","19",0.782634879995602,0,0,0,0,0,0,0,0,0.217365120004399,0,0
"21","20",0.291286831672805,0,0,0.538863201324201,0,0,0,0,0.169849967002994,0,0,0
"22","21",0,0,0.365622855742441,0.634377144257559,0,0,0,0,0,0,0,0
"23","22",0,0,0.233855384683847,0.476294389470791,0,0,0,0,0,0.289850225845363,0,0
"24","23",0,0,1,0,0,0,0,0,0,0,0,0
"25","24",0.175332938438561,0,0.67980369285754,0,0,0,0,0,0,0.144863368703899,0,0
"26","25",0.161634276643358,0,0,0.158128461603359,0,0,0,0,0,0.680237261753284,0,0
"27","26",0.301140562790762,0,0.391695306664248,0,0,0,0,0,0.166025788363621,0.14113834218137,0,0
"28","27",0,0,0.75452902690264,0,0,0,0,0,0.24547097309736,0,0,0
"29","28",0.567251329662604,0,0.183555058539244,0,0,0,0,0,0,0.249193611798151,0,0
"30","29",0,0,0.744109606535081,0.255890393464919,0,0,0,0,0,0,0,0
"31","30",0,0,0,0.822238170145583,0,0,0,0,0.177761829854417,0,0,0
"32","31",0.15875362794302,0,0,0.20057694112933,0,0,0,0,0,0.64066943092765,0,0
"33","32",0.765727972606094,0,0.234272027393906,0,0,0,0,0,0,0,0,0
"34","33",0.107143616803135,0,0,0,0,0,0,0,0,0.892856383196865,0,0
"35","34",0.138936246371002,0,0.273557485700138,0,0,0,0.1345362152909,0,0,0.45297005263796,0,0
"36","35",0.771547946349436,0,0.228452053650564,0,0,0,0,0,0,0,0,0
"37","36",0.313778901655852,0.238053189135665,0.228113443669519,0,0,0,0,0,0.220054465538964,0,0,0
"38","37",0,0.194880564851962,0,0,0,0,0,0,0,0.805119435148038,0,0
"39","38",0.136142781127782,0,0.204097169880145,0.295804114428359,0,0,0,0,0,0.363955934563714,0,0
"40","39",0.211178213284249,0,0.211723886906121,0,0,0,0,0,0,0.57709789980963,0,0
"41","40",0.57621395188053,0,0.284068730072893,0.139717318046577,0,0,0,0,0,0,0,0
"42","41",0,0,0,1,0,0,0,0,0,0,0,0
"43","42",0.427729433438306,0,0,0.201265345257116,0,0,0,0,0,0.371005221304577,0,0
"44","43",0.240721442519065,0,0.473799464032011,0,0,0,0.143721797221118,0,0.141757296227806,0,0,0
"45","44",0.736224876042127,0,0.263775123957873,0,0,0,0,0,0,0,0,0
"46","45",0.187143767201938,0,0.205020807443633,0.378022632508212,0,0,0,0,0,0.229812792846216,0,0
"47","46",0.452392669402748,0,0.436382980761692,0.111224349835561,0,0,0,0,0,0,0,0
"48","47",0.154943948047587,0,0.219861281226728,0.485423030835668,0,0,0,0,0.139771739890017,0,0,0
"49","48",1,0,0,0,0,0,0,0,0,0,0,0
"50","49",0.131336426381143,0.307891665262302,0.176032015871742,0,0,0,0,0,0,0.384739892484812,0,0
"51","50",0,0,0.107884814559231,0.552176948259013,0,0,0,0,0,0.339938237181756,0,0
"52","51",0.490398633289442,0,0,0.509601366710557,0,0,0,0,0,0,0,0
"53","52",0.282719094402391,0,0.338773585410515,0.378507320187093,0,0,0,0,0,0,0,0
"54","53",0,0,0.274260959337786,0,0,0,0,0,0.725739040662214,0,0,0
"55","54",0,0,0.450514084350646,0,0,0,0,0,0.549485915649354,0,0,0
"56","55",0,0,0.499071275962266,0,0,0,0,0,0.200048507535265,0.300880216502469,0,0
"57","56",0.552344164978235,0,0,0.303221989164269,0,0,0,0,0.144433845857496,0,0,0
"58","57",0,0,0,0.326930036170115,0,0,0,0.179263150382332,0.493806813447554,0,0,0
"59","58",0,0,0,0.652422742570446,0,0,0,0,0.347577257429554,0,0,0
"60","59",0,0,0.167384751776788,0,0,0,0,0,0,0.832615248223212,0,0
"61","60",0,0,0,0,0,0,0,0,0,1,0,0
"62","61",0.156820571731386,0,0,0,0,0,0,0,0,0.843179428268614,0,0
"63","62",0,0,0,0.24224132110293,0,0,0,0,0,0.75775867889707,0,0
"64","63",0.123332858743054,0,0,0,0,0,0,0,0,0.876667141256946,0,0
"65","64",0,0,0,0,0,0,0,0,0,1,0,0
"66","65",0.284099699461701,0,0.715900300538299,0,0,0,0,0,0,0,0,0
"67","66",0.529272454114105,0,0,0.470727545885895,0,0,0,0,0,0,0,0
"68","67",0.391963198631244,0,0.608036801368756,0,0,0,0,0,0,0,0,0
"69","68",0.681844634988808,0,0,0,0,0,0,0,0.318155365011192,0,0,0
"70","69",0,0,0,0,0,0,0,0,0,1,0,0
"71","70",0.711004923143087,0,0,0,0,0,0,0,0,0.288995076856913,0,0
"72","71",0.651938211167967,0,0,0.241309012056893,0,0,0,0,0.10675277677514,0,0,0
"73","72",0.103400939486787,0,0.442105362351791,0.345309428034139,0,0,0,0,0.109184270127282,0,0,0
"74","73",0.367475126693787,0,0,0,0,0,0,0,0.328844762038766,0.303680111267447,0,0
"75","74",0.531022085909881,0,0.468977914090119,0,0,0,0,0,0,0,0,0
"76","75",0,0,0.29743595031199,0,0,0,0,0,0,0.70256404968801,0,0
"77","76",1,0,0,0,0,0,0,0,0,0,0,0
"78","77",0,0,0.140257422906386,0,0,0,0,0,0,0.859742577093614,0,0
"79","78",0,0,1,0,0,0,0,0,0,0,0,0
