"","cell_ID","Ventricular Cardiomyocyte","Fibroblast","Myeloid","Endothelial cell","Neural cell","Lymphatic Endothelial cell","Mural cell","Lymphoid","Mast cell","Adipocyte","Atrial Cardiomyocyte","Mesothelial cell"
"1","0",0.253173258272088,0,0,0.350526372391479,0,0,0,0.188173654492304,0,0,0,0.208126714844129
"2","1",0.427828923325097,0.14727939054725,0.198025608980199,0,0,0,0.132481935864206,0,0,0,0.0943841412832482,0
"3","2",0.317942642978691,0.244958767358517,0.437098589662792,0,0,0,0,0,0,0,0,0
"4","3",0,0,0.116575544385195,0,0.195520571341646,0.152384736109572,0.270475535154423,0,0,0,0,0.265043613009165
"5","4",0.252335481460702,0,0,0,0,0.501923877236044,0,0,0,0,0.245740641303254,0
"6","5",0.435875955954491,0,0,0.0995697784733603,0.129727625014153,0,0,0,0,0,0.10950747937449,0.225319161183506
"7","6",0.854871404516901,0,0,0,0,0.145128595483098,0,0,0,0,0,0
"8","7",0,0.190119114053895,0.163150536766623,0.29410200399056,0,0.352628345188922,0,0,0,0,0,0
"9","8",0.163422670695344,0,0.081072082512917,0,0.303380721272691,0.175557297150384,0,0,0,0,0.146960176098923,0.12960705226974
"10","9",0,0,0.151753167767396,0.261384712494868,0,0.162591929128839,0.325096846755156,0.0991733438537404,0,0,0,0
"11","10",0.445197507562295,0.261194122032586,0,0,0,0,0,0,0,0,0.100156055587679,0.19345231481744
"12","11",0,0,0,0.367018312080386,0,0,0.244357182871134,0,0.38862450504848,0,0,0
"13","12",0.240960890960719,0.338172079110746,0,0.213652226769075,0,0,0,0,0,0,0.20721480315946,0
"14","13",0.362562458414222,0.637437541585778,0,0,0,0,0,0,0,0,0,0
"15","14",0,0.325826031995659,0.40854201681826,0,0,0.265631951186081,0,0,0,0,0,0
"16","15",0,0,0,0.410329974107092,0,0,0.276577782137172,0,0,0.112865786487395,0,0.200226457268341
"17","16",0.195328447747496,0,0.369049862502559,0.123385607350834,0,0,0,0,0,0,0.173167329824701,0.13906875257441
"18","17",0.354832388217113,0,0,0,0,0.193589886866472,0.163153458606165,0,0,0,0,0.288424266310251
"19","18",0,0,0.162993536117296,0,0.142238192384369,0.241876601956735,0,0,0.333697519128215,0,0,0.119194150413385
"20","19",0,0,0,0,0,0.335966218890087,0,0.20884655460877,0.28041661437432,0,0.174770612126823,0
"21","20",0.323949318133309,0,0.275308435860667,0,0.141384006835495,0,0,0,0.259358239170529,0,0,0
"22","21",0,0.149504051774651,0,0,0,0.23173488244604,0.349242130874506,0,0,0,0,0.269518934904803
