"","cell_ID","Ventricular Cardiomyocyte","Fibroblast","Myeloid","Endothelial cell","Neural cell","Lymphatic Endothelial cell","Mural cell","Lymphoid","Mast cell","Adipocyte","Atrial Cardiomyocyte","Mesothelial cell"
"1","0",0,0.431948172395727,0,0,0,0,0,0,0,0.568051827604273,0,0
"2","1",0,0,0.33333785587933,0,0,0,0,0,0.21064373630498,0,0.45601840781569,0
"3","2",0.320887913923672,0.379597389973019,0,0,0,0,0,0,0,0.299514696103309,0,0
"4","3",0.175990366325119,0,0,0,0,0,0.255584378135738,0,0,0.568425255539144,0,0
"5","4",0.885306780533102,0,0.114693219466898,0,0,0,0,0,0,0,0,0
"6","5",0.259053296442704,0.546273084749878,0,0,0,0,0,0,0,0.194673618807418,0,0
"7","6",0.317249361794812,0,0,0,0,0,0,0,0,0.15762387462338,0.525126763581808,0
"8","7",0.419215453754856,0,0.339561275097421,0,0,0,0,0,0.241223271147724,0,0,0
"9","8",0,0,0,0,0,0,0,0,0.428147708492382,0,0.571852291507618,0
"10","9",0,0,0,0,0,0,0,0,0.671048704232011,0,0.328951295767989,0
"11","10",0,0.278809018134066,0.667289258926567,0,0,0,0,0,0,0.0539017229393669,0,0
"12","11",0.272740665761392,0,0,0,0,0,0,0,0.146232074931224,0.0948233867136373,0.486203872593747,0
"13","12",0.51929022389429,0,0,0,0,0,0,0,0,0.161264227572415,0.319445548533295,0
"14","13",0,0.181952035904131,0.201397694387603,0,0,0,0,0,0.154823753808312,0.37907620386913,0.0827503120308245,0
"15","14",0.585608053379128,0,0.268768089097346,0,0,0,0,0,0,0.145623857523526,0,0
"16","15",1,0,0,0,0,0,0,0,0,0,0,0
"17","16",0,0,0,0,0,0,0,0,0,0,1,0
"18","17",0,0.113903414098815,0,0,0,0,0,0,0,0.560693183199871,0.325403402701314,0
"19","18",1,0,0,0,0,0,0,0,0,0,0,0
"20","19",1,0,0,0,0,0,0,0,0,0,0,0
"21","20",0,0,0.338713423440507,0,0,0,0,0,0.661286576559493,0,0,0
"22","21",0,0.126347089176425,0.340732396278728,0,0,0,0,0,0,0.532920514544847,0,0
"23","22",0,0,0.476948730154155,0,0,0,0,0,0,0.322679922772867,0.200371347072978,0
"24","23",0.463857846494972,0,0,0,0,0,0,0,0,0.536142153505028,0,0
"25","24",0.20963295312531,0,0,0,0,0,0,0,0,0.238790144755628,0.551576902119061,0
"26","25",0.767286082946545,0,0,0,0,0,0,0,0,0,0.232713917053455,0
"27","26",0.359472449138223,0,0,0,0,0,0,0,0.248995691251834,0,0.391531859609944,0
"28","27",0,0,0,0,0,0,0,0,0.413082247761426,0.586917752238574,0,0
"29","28",0.556687768600296,0.22456821736806,0,0,0,0,0,0,0,0,0.218744014031644,0
"30","29",0,0,0.600277857277409,0,0,0,0,0,0,0.399722142722591,0,0
"31","30",0,0,1,0,0,0,0,0,0,0,0,0
"32","31",0.234144783165997,0,0,0,0,0,0,0,0,0.418134836573925,0.347720380260078,0
"33","32",0,0,0.406820141438589,0,0,0,0,0,0,0.593179858561411,0,0
"34","33",0.384980850310001,0,0,0,0,0,0,0,0,0,0.615019149689999,0
"35","34",0.176341413242482,0,0,0,0,0,0,0.179136773389908,0.182776608416334,0,0.461745204951276,0
"36","35",0,0,0.651046942725326,0,0,0,0,0,0,0,0.348953057274674,0
"37","36",0,0,0,0,0,0,0,0,0.957203676671261,0,0.0427963233287391,0
"38","37",0.27797330452764,0,0,0,0,0,0,0,0,0,0.72202669547236,0
"39","38",0.170962414546254,0.326239039820876,0.189188443071328,0,0,0,0,0,0,0.101137100097328,0.212473002464214,0
"40","39",0.0934871247046622,0,0,0,0,0,0,0,0,0,0.906512875295338,0
"41","40",0.656174898414881,0,0,0,0,0,0,0,0,0.343825101585119,0,0
"42","41",0,0,1,0,0,0,0,0,0,0,0,0
"43","42",0.194828681298677,0,0.36515427766711,0,0,0,0,0,0,0,0.440017041034213,0
"44","43",0.213782431958805,0,0,0.178848146686379,0,0,0,0,0.576257064314235,0.0311123570405807,0,0
"45","44",0.819725107954382,0,0,0,0,0,0,0,0,0.180274892045619,0,0
"46","45",0.397956405514404,0,0.229736027275497,0,0,0,0,0,0,0,0.372307567210099,0
"47","46",0.78281780036515,0,0,0,0,0,0,0,0,0.21718219963485,0,0
"48","47",0.793354312626007,0,0,0,0,0,0,0,0.134681107367548,0.0719645800064453,0,0
"49","48",1,0,0,0,0,0,0,0,0,0,0,0
"50","49",0,0.401785042661134,0,0,0,0,0,0,0,0.208769300180151,0.389445657158715,0
"51","50",0,0,0.295127200985382,0,0,0,0,0,0,0.483226502134158,0.22164629688046,0
"52","51",0.633201397153409,0,0.366798602846591,0,0,0,0,0,0,0,0,0
"53","52",0.177770681685531,0,0.428483827269582,0,0,0,0,0,0,0.393745491044887,0,0
"54","53",0,0,0,0,0,0,0,0,0.829447702468296,0.170552297531704,0,0
"55","54",0,0,0.218112544018947,0,0,0,0,0,0.781887455981053,0,0,0
"56","55",0,0,0,0,0,0,0,0,0.574582469476543,0,0.425417530523457,0
"57","56",1,0,0,0,0,0,0,0,0,0,0,0
"58","57",0,0,0.294988311845468,0,0,0,0,0,0.705011688154532,0,0,0
"59","58",0,0,0,0,0.169699015859159,0,0,0,0.830300984140842,0,0,0
"60","59",0.151350879379498,0.505053370821001,0.205522969058162,0,0,0,0,0,0,0,0.138072780741339,0
"61","60",0.211785617048738,0,0,0,0,0,0,0,0.417926614271966,0,0.370287768679296,0
"62","61",0,0,0,0,0,0,0,0,0,0,1,0
"63","62",0,0,0.255996263821495,0,0,0,0,0,0,0,0.744003736178505,0
"64","63",0.869684485819773,0,0,0,0,0,0,0,0,0,0.130315514180227,0
"65","64",0,0,0,0,0,0,0,0,0.464524875431433,0,0.535475124568567,0
"66","65",0.893327850984068,0,0,0,0,0,0,0,0,0.106672149015932,0,0
"67","66",0.596765151503836,0,0.197482885833175,0,0,0,0,0,0,0.205751962662988,0,0
"68","67",0.221934263425551,0,0,0,0,0,0,0,0,0.778065736574449,0,0
