"","cell_ID","glutamatergic neuron","inhibitory interneuron","vascular associated smooth muscle cell","endothelial cell","radial glial cell","oligodendrocyte precursor cell","caudal ganglionic eminence derived interneuron","microglial cell","medial ganglionic eminence derived interneuron","pericyte","astrocyte","neural progenitor cell","oligodendrocyte"
"1","0",0,0.604220940574701,0,0,0,0.395779059425299,0,0,0,0,0,0,0
"2","1",0.625626533406061,0,0,0,0,0,0.374373466593938,0,0,0,0,0,0
"3","2",0,0.49886563260089,0.136921152466061,0,0,0,0,0,0,0,0.201986010289988,0.162227204643061,0
"4","3",0,0.183542786569432,0,0,0,0.816457213430568,0,0,0,0,0,0,0
"5","4",0.153239532618301,0,0,0,0,0.670694857840921,0,0,0,0,0.176065609540777,0,0
"6","5",0.466518909183371,0,0,0,0,0.317895293624334,0.0110683571449583,0,0,0,0,0,0.204517440047336
"7","6",0.154541063682727,0.566823241868493,0,0,0,0,0.27863569444878,0,0,0,0,0,0
"8","7",0.45342581920823,0,0,0,0,0.136292086007747,0.0252116440793517,0.385070450704671,0,0,0,0,0
"9","8",0,0,0,0,0.269640724582705,0.674622285246279,0.0557369901710161,0,0,0,0,0,0
"10","9",0.765611854854364,0,0,0,0,0.230708787241281,0.0036793579043546,0,0,0,0,0,0
"11","10",0,0.270320434735386,0,0,0.59267852034194,0,0,0,0,0,0,0.137001044922674,0
"12","11",0,0.385922063091152,0,0,0,0.33907482883566,0.275003108073189,0,0,0,0,0,0
"13","12",0,0,0,0,0,0.743056932441068,0,0,0.256943067558932,0,0,0,0
"14","13",0,0,0,0,0,0.520367616564462,0,0,0,0,0.219364849692423,0,0.260267533743114
"15","14",0.484124939994829,0,0,0,0,0.19824811744499,0,0,0,0,0,0.317626942560182,0
"16","15",0.697219391408345,0.302780608591655,0,0,0,0,0,0,0,0,0,0,0
"17","16",0,0.307568758014735,0,0,0,0.49809719112007,0,0,0,0,0.194334050865195,0,0
"18","17",0.115677064398057,0.292871083424984,0,0,0,0.591451852176959,0,0,0,0,0,0,0
"19","18",0.851765872037903,0,0,0,0,0,0.148234127962097,0,0,0,0,0,0
"20","19",0.370558496164256,0.170683429063081,0,0,0,0.189585673073127,0.269172401699536,0,0,0,0,0,0
"21","20",0,0.109347063626413,0,0,0,0.890652936373587,0,0,0,0,0,0,0
"22","21",0.497302081937998,0,0,0,0.112714234035835,0,0.0973905513987488,0,0,0,0.177216453709228,0.11537667891819,0
"23","22",0.614673914438821,0,0,0,0,0.152874497632236,0.0482183785904502,0,0,0,0,0,0.184233209338493
"24","23",0.289978719883658,0.710021280116342,0,0,0,0,0,0,0,0,0,0,0
"25","24",0,0,0,0,0,0.766315069524667,0,0,0,0,0,0.233684930475333,0
"26","25",0.440858376010098,0,0,0,0,0.559141623989902,0,0,0,0,0,0,0
"27","26",0,0,0,0,0,0.647294874676889,0,0,0.352705125323111,0,0,0,0
"28","27",0,0.331692087286209,0,0,0,0.668307912713791,0,0,0,0,0,0,0
"29","28",0.687221215149953,0,0,0,0,0.186410586616148,0,0,0.1263681982339,0,0,0,0
"30","29",0,0.532316587065578,0,0,0,0.316867484791283,0,0,0,0,0,0.15081592814314,0
"31","30",0,0,0,0,0,0.78071176009548,0,0,0,0,0,0,0.21928823990452
"32","31",0,0.675123270377248,0,0,0,0,0,0,0.324876729622752,0,0,0,0
"33","32",0.619258823665451,0.380741176334549,0,0,0,0,0,0,0,0,0,0,0
"34","33",0,0,0,0,0,1,0,0,0,0,0,0,0
"35","34",0.718117503596041,0,0,0,0,0,0,0,0.281882496403959,0,0,0,0
"36","35",0.835268173148382,0,0,0,0,0,0,0,0.164731826851618,0,0,0,0
"37","36",0,0,0,0,0,0.318351427624994,0.293482729562683,0,0,0,0,0,0.388165842812322
"38","37",0,0,0,0,0,0.748833604964473,0,0,0,0,0.251166395035527,0,0
"39","38",0.443080670056012,0.306259821284074,0,0,0,0.250659508659914,0,0,0,0,0,0,0
"40","39",0,0.393158338838055,0,0,0.302884874127156,0,0,0,0,0,0.141493535274453,0.162463251760336,0
"41","40",0.487283005510503,0.258938269669158,0,0,0,0.253778724820339,0,0,0,0,0,0,0
"42","41",0,0,0,0,0,0.528393812252864,0.262127603890844,0,0,0,0.209478583856293,0,0
"43","42",0,0,0,0,0,0.782555835769625,0,0,0,0,0.217444164230375,0,0
"44","43",0.207088386137829,0,0,0,0,0.792911613862171,0,0,0,0,0,0,0
"45","44",0,0.625229796685215,0,0,0,0.374770203314785,0,0,0,0,0,0,0
"46","45",0.480496772143008,0,0,0,0,0.290908951758796,0,0,0,0,0,0.228594276098196,0
"47","46",0.438125847569453,0.149057315864433,0,0,0,0.412816836566114,0,0,0,0,0,0,0
"48","47",0,0,0,0,0,0.783522704900564,0.216477295099437,0,0,0,0,0,0
"49","48",0.363278373258516,0,0,0,0,0.533322023290571,0.103399603450913,0,0,0,0,0,0
"50","49",0,0.259870943287929,0,0,0,0.740129056712071,0,0,0,0,0,0,0
"51","50",0,0,0,0,0,0,0,0,0,0,0,1,0
"52","51",0.815925026194322,0.184074973805678,0,0,0,0,0,0,0,0,0,0,0
"53","52",0,0.151186463250654,0,0,0,0.678764164992199,0,0,0,0,0.170049371757146,0,0
"54","53",0.531672949410507,0,0,0,0,0.332643390071283,0,0,0,0,0.13568366051821,0,0
"55","54",0,0,0,0,0,0.777369266763784,0,0,0,0,0.222630733236216,0,0
"56","55",0,0.437512066665014,0,0,0,0.216301185077452,0,0,0,0,0.112215540900576,0.233971207356958,0
"57","56",0,0,0,0,0,0.232194466808206,0.0641936764202631,0,0,0,0.14614810327107,0,0.557463753500461
"58","57",0.399071764621853,0,0,0,0,0.600928235378147,0,0,0,0,0,0,0
"59","58",0.677920583464021,0,0,0,0,0.322079416535979,0,0,0,0,0,0,0
"60","59",0,0.483851661043482,0,0,0.304429475991377,0,0.0588150525711611,0.15290381039398,0,0,0,0,0
"61","60",0.708485485423635,0,0,0,0,0.291514514576365,0,0,0,0,0,0,0
"62","61",0.726521086660651,0,0,0,0,0.27347891333935,0,0,0,0,0,0,0
"63","62",0,0,0,0,0,0.41262858208465,0.276465008792171,0,0,0,0.310906409123179,0,0
"64","63",0.321636057961445,0.554559774019126,0,0,0,0,0,0,0,0,0,0.123804168019429,0
"65","64",0.336604187700246,0,0,0,0,0.283627340496708,0.0323381323293231,0.207890025465624,0,0,0.1395403140081,0,0
"66","65",0,0,0,0,0,0.746610674513606,0,0,0,0,0.253389325486394,0,0
"67","66",0.209389048097573,0,0,0,0,0.286304040212955,0.232464427592911,0,0.271842484096561,0,0,0,0
"68","67",0,0,0,0,0,0.777819467090883,0,0,0,0,0.222180532909117,0,0
"69","68",0,0,0,0,0,0.26498998051351,0,0,0,0,0.405445590463392,0.329564429023099,0
"70","69",0,0.287788112256754,0,0,0,0.538552501580276,0.17365938616297,0,0,0,0,0,0
"71","70",0.606999619443705,0,0,0,0.178853140447633,0,0.214147240108662,0,0,0,0,0,0
"72","71",0,0.736966170441217,0,0,0,0,0.263033829558784,0,0,0,0,0,0
"73","72",0.200872310941842,0,0,0,0,0.553879392660002,0.245248296398155,0,0,0,0,0,0
"74","73",0.489039281568369,0,0,0,0,0.236149793355357,0,0,0,0,0,0,0.274810925076274
"75","74",0.7717550463044,0,0,0,0,0.2282449536956,0,0,0,0,0,0,0
"76","75",0.306059351476199,0,0,0,0,0,0.303319925064015,0,0,0,0.390620723459787,0,0
"77","76",0,0.181932080520058,0,0,0,0.544217974766494,0,0.273849944713448,0,0,0,0,0
"78","77",0,0.304959730436153,0,0,0,0,0.18730556886357,0,0,0,0,0.507734700700277,0
"79","78",0,0,0,0,0,0.668462932590393,0,0,0,0,0,0,0.331537067409607
"80","79",0.533922227058956,0,0,0,0,0.361544538670412,0,0,0.104533234270632,0,0,0,0
"81","80",0,0.0832963079981332,0,0,0,0.2546222139687,0,0,0.243028739822617,0,0,0,0.419052738210549
"82","81",0.281355870001294,0.353250242515311,0,0,0,0.15086351435906,0,0,0,0,0,0.214530373124335,0
"83","82",0,0.378267867607167,0,0,0,0.621732132392833,0,0,0,0,0,0,0
"84","83",0.877966414262507,0,0,0,0,0,0,0,0,0,0,0.122033585737493,0
"85","84",0,0,0,0,0,0.344402558705529,0.447337768344203,0,0,0,0.208259672950268,0,0
"86","85",0,0.729534060062344,0,0,0,0,0,0,0,0,0,0.270465939937656,0
"87","86",0,0.671663241387587,0,0,0,0.328336758612413,0,0,0,0,0,0,0
"88","87",0,0.280394706964687,0,0,0,0.501449045767312,0,0,0,0,0.218156247268001,0,0
"89","88",0,0,0,0,0,0.156875025617406,0.037038920734543,0,0,0,0.460813010844017,0.345273042804034,0
"90","89",0,0,0,0,0,0.308884167085855,0.416581543757376,0,0,0,0.274534289156769,0,0
"91","90",0,0,0,0,0,0.641207018217989,0,0,0,0,0,0,0.358792981782011
"92","91",0,0,0,0,0,0,0,0.344217794995912,0,0,0.434124324974954,0,0.221657880029134
"93","92",0,0.30515270856467,0,0,0,0.337333803937097,0.160990346746832,0,0,0,0,0.196523140751402,0
"94","93",0.0991197318970678,0.248037149642477,0,0,0,0,0.579400021366216,0,0.073443097094239,0,0,0,0
"95","94",0,0.540381021295524,0,0,0,0.203311026354081,0.0744739817185326,0,0.181833970631863,0,0,0,0
"96","95",0.329414198589009,0.302876597988714,0,0,0,0,0,0,0,0,0,0.367709203422277,0
"97","96",0,0,0,0,0,0.478598083214566,0,0,0,0,0,0,0.521401916785434
"98","97",0,0.386163428322966,0,0,0,0.427412903734201,0,0,0.186423667942833,0,0,0,0
"99","98",0,0.641611927250863,0,0,0,0,0.00153826210730352,0,0.356849810641833,0,0,0,0
"100","99",0.387105246363713,0,0,0,0,0.430078991172198,0,0,0,0,0.182815762464089,0,0
"101","100",0.630157223209475,0.369842776790525,0,0,0,0,0,0,0,0,0,0,0
"102","101",0.542440448111555,0,0,0,0,0.315691858001001,0,0,0.141867693887443,0,0,0,0
"103","102",0,0.882210986613368,0,0,0,0,0,0,0,0,0,0.117789013386632,0
"104","103",0,0.563699951028779,0,0,0,0,0.0994975390384136,0,0,0,0,0.336802509932807,0
"105","104",0,0,0,0,0,1,0,0,0,0,0,0,0
"106","105",0,0,0,0,0,0.55217448544005,0,0,0,0,0.221311326153861,0.226514188406088,0
"107","106",0,0.269207776656347,0,0,0.280850968776116,0,0.0850723141375748,0,0,0,0.191061838490333,0.17380710193963,0
"108","107",0,0,0,0,0,0.853741432229615,0,0,0,0,0.146258567770385,0,0
"109","108",0.22636828586828,0,0,0,0,0,0.77363171413172,0,0,0,0,0,0
"110","109",0.415579770851661,0,0,0,0,0,0,0,0.584420229148339,0,0,0,0
"111","110",0,0,0,0,0.5189326817527,0,0.4810673182473,0,0,0,0,0,0
"112","111",0.331785943666171,0,0,0,0,0.532794507117618,0,0,0,0,0.135419549216212,0,0
"113","112",0,0,0,0,0,1,0,0,0,0,0,0,0
