"","cell_ID","glutamatergic neuron","inhibitory interneuron","vascular associated smooth muscle cell","endothelial cell","radial glial cell","oligodendrocyte precursor cell","caudal ganglionic eminence derived interneuron","microglial cell","medial ganglionic eminence derived interneuron","pericyte","astrocyte","neural progenitor cell","oligodendrocyte"
"1","0",0,0,0,0,0,0,0.530805941148034,0,0,0,0.469194058851966,0,0
"2","1",0,0,0,0,0,0.439620422067795,0,0,0,0,0.560379577932205,0,0
"3","2",0,0,0,0,0,0.34784031310751,0,0,0,0,0.65215968689249,0,0
"4","3",0,0,0,0,0,0,0.773641762053503,0,0,0,0,0.226358237946497,0
"5","4",0,0,0,0,0,0.29611128478261,0,0,0,0,0.70388871521739,0,0
"6","5",0,0,0,0,0,0.274063149803109,0,0,0,0,0.307794133622603,0.418142716574288,0
"7","6",0,0,0,0,0,0,0.484087932509014,0,0,0,0.334596446173931,0.181315621317055,0
"8","7",0,0,0,0.713097179094599,0,0,0,0,0,0,0,0.286902820905401,0
"9","8",0,0,0,0,0,0.354585195996074,0.429528152746595,0,0,0,0.21588665125733,0,0
"10","9",0,0,0,0.222290831344339,0,0,0,0,0,0,0.434166334409288,0,0.343542834246373
"11","10",0,0,0,0,0,0.63006294409195,0,0,0,0,0,0.36993705590805,0
"12","11",0,0,0,0.25350786468614,0.145301037076412,0,0,0,0,0,0.163250655448606,0.437940442788842,0
"13","12",0,0,0,1,0,0,0,0,0,0,0,0,0
"14","13",0,0,0,0.195471414382646,0,0,0,0,0,0,0.509624118807663,0.294904466809691,0
"15","14",0,0,0,0,0,0.649044873869979,0.107345065260048,0,0,0,0,0.243610060869973,0
"16","15",0,0,0,0,0,0.734070926020825,0,0,0,0,0.157135260881847,0.108793813097328,0
"17","16",0,0,0,0.581947562755515,0,0,0,0,0,0,0.418052437244485,0,0
"18","17",0,0,0,0.408025551946917,0,0.327332349094244,0,0,0.264642098958838,0,0,0,0
"19","18",0,0,0,0,0,0,0.577548507180859,0,0,0,0,0.422451492819141,0
"20","19",0,0,0,0.423975233136643,0,0.534839299420998,0.0411854674423594,0,0,0,0,0,0
"21","20",0,0,0,0,0,0,0.00852207647408484,0.255018818454367,0,0,0.335073688728165,0.146265331478666,0.255120084864717
"22","21",0,0,0,0,0,0,0,0.369822761464209,0,0,0.630177238535791,0,0
"23","22",0,0,0,0,0,1,0,0,0,0,0,0,0
"24","23",0,0,0,0,0,0,0.63626239977939,0,0,0,0,0.36373760022061,0
"25","24",0,0,0,0,0,0.733128350104893,0,0,0,0,0,0.266871649895107,0
"26","25",0,0,0,0,0.439038277348272,0.185829789524722,0,0,0,0,0,0.375131933127006,0
"27","26",0,0,0,0.19147153297116,0,0,0,0,0,0,0.80852846702884,0,0
"28","27",0,0,0,0.155614574610792,0,0,0.296199307334841,0,0,0,0.356381064484968,0.191805053569399,0
"29","28",0,0,0,0,0,0,0,0,0,0,0.814720551845754,0.185279448154246,0
"30","29",0,0,0,0,0,0,0,0,0,0.165143658843154,0.834856341156846,0,0
"31","30",0,0,0,0,0,0.510156649757302,0,0,0,0,0.319549899301875,0.170293450940822,0
"32","31",0,0,0,0.347343409296062,0,0,0.20992630285138,0,0,0,0.245572428981521,0.197157858871037,0
"33","32",0,0,0,0,0,1,0,0,0,0,0,0,0
"34","33",0,0,0,0.205850358685363,0,0.176496939513132,0,0,0,0,0.411811076409667,0.205841625391838,0
"35","34",0,0,0,0,0,0.237535463167199,0.0830992072801953,0.215762469994013,0,0,0.463602859558593,0,0
"36","35",0,0,0,0,0,0,0.332512989395529,0,0,0,0.481546037074763,0.185940973529708,0
"37","36",0,0,0,0.342628554248551,0,0,0,0,0,0,0.657371445751449,0,0
"38","37",0,0,0,0.551492603346467,0,0,0.448507396653533,0,0,0,0,0,0
"39","38",0,0,0,0,0,0.166265052792583,0.833734947207417,0,0,0,0,0,0
"40","39",0,0,0,0,0,0,0.346459508492776,0,0,0,0.653540491507224,0,0
"41","40",0,0,0,0,0,0.362680814676099,0,0,0,0,0,0.478726169461314,0.158593015862587
"42","41",0,0,0,0,0,0.604051393379738,0,0,0,0,0.207160573635006,0,0.188788032985256
"43","42",0,0,0,0.236873890312214,0,0,0.320604622868738,0,0,0,0.442521486819048,0,0
"44","43",0,0,0,0,0,0.532128593243044,0,0,0,0,0.467871406756956,0,0
"45","44",0,0,0,0,0,0,0.229719877699435,0,0,0,0.770280122300565,0,0
"46","45",0,0,0,0,0,0,0.221724652899657,0,0,0,0.512080978902339,0.266194368198004,0
"47","46",0,0,0,0,0,0.170022751682587,0,0,0,0,0.829977248317413,0,0
"48","47",0,0,0,0,0,0.457660110737487,0,0.186965957166045,0,0,0.355373932096468,0,0
"49","48",0,0,0,0,0,0.312401738037914,0,0,0,0,0.687598261962086,0,0
"50","49",0,0,0,0,0,0,0.281067347042051,0.278772868272442,0,0,0.210786971132225,0,0.229372813553281
"51","50",0,0,0,0.26341990477633,0,0,0.11852684683294,0,0,0,0.61805324839073,0,0
"52","51",0,0,0,0,0,0,0,0,0,0,0.683577259524077,0.316422740475923,0
"53","52",0,0,0,0.27240217030091,0,0,0,0,0,0,0.162512266994327,0.565085562704764,0
"54","53",0,0,0,0.301742964224035,0,0.16031309701475,0.2201516575809,0.159741644132658,0,0,0,0.158050637047656,0
"55","54",0,0,0,0,0,0,0.108126367436027,0,0,0,0.632326305135954,0.259547327428018,0
"56","55",0,0,0,0,0,0.414441323154631,0.247999875497239,0,0,0,0,0.33755880134813,0
"57","56",0,0,0,0,0,0,0.352781111959347,0,0,0,0.51321234450407,0.134006543536583,0
"58","57",0,0,0,0.20143782136097,0,0,0,0,0,0,0.391861597708385,0.406700580930645,0
"59","58",0,0,0,0.494117610762074,0,0,0,0,0,0,0,0.505882389237926,0
"60","59",0,0,0.176813936371707,0,0,0.823186063628293,0,0,0,0,0,0,0
"61","60",0,0,0,0,0,0.39972209794861,0.165378921363261,0,0,0,0.434898980688129,0,0
"62","61",0,0,0,0,0,0.283023180049221,0,0,0,0,0.529650266154227,0.187326553796552,0
"63","62",0,0,0,0.284585858130615,0,0.329843794160704,0.0918612803789515,0,0,0,0,0,0.29370906732973
"64","63",0,0,0,0.114826418418415,0,0.885173581581585,0,0,0,0,0,0,0
"65","64",0,0,0,0,0,0.499911204812041,0.301650834131751,0,0,0,0,0,0.198437961056209
"66","65",0,0,0,0.303546752922593,0,0,0.545779217505117,0,0,0,0,0.150674029572289,0
"67","66",0,0,0,0,0,0.617953304315462,0.216153971901066,0,0,0,0,0,0.165892723783471
"68","67",0,0,0,0.516231238522317,0,0,0.248404888357861,0,0,0,0,0.235363873119821,0
"69","68",0,0,0,0,0,0.140796374914046,0.669507904430556,0,0,0,0,0.189695720655398,0
"70","69",0,0,0,0,0,0.246127822131109,0.11084493999111,0,0,0,0.643027237877781,0,0
"71","70",0,0,0,0,0,0.695744883703664,0.304255116296336,0,0,0,0,0,0
"72","71",0,0,0,0,0,0,0,0,0,0,0.203940720384207,0.796059279615793,0
"73","72",0,0,0,0,0,0,0.0614129102856897,0,0,0,0.695789670521916,0,0.242797419192394
"74","73",0,0,0,0,0,0,0.0508292549850587,0,0,0,0.355102731664996,0.213428796698536,0.380639216651409
"75","74",0,0,0,0.275742855408432,0,0,0.184788303357885,0,0,0,0.270787495618723,0.268681345614961,0
"76","75",0,0,0,0,0,0,0.586056738944669,0,0,0,0,0,0.413943261055331
"77","76",0,0,0,0,0,0,0,0,0,0,0.465552263922763,0.534447736077237,0
"78","77",0,0,0,0,0,0.797243296644712,0,0,0,0,0,0.202756703355288,0
"79","78",0,0,0,0,0,0,0,0,0,0,1,0,0
"80","79",0,0,0,0,0,0.714622596599044,0,0,0,0,0.285377403400956,0,0
"81","80",0,0,0,0.319064799592378,0,0,0,0,0,0,0.680935200407622,0,0
"82","81",0,0,0,0,0,0.251086508547131,0.338216842397781,0,0,0,0.410696649055088,0,0
"83","82",0,0,0,0.41065760432088,0,0,0,0,0,0,0.475695251516285,0.113647144162834,0
"84","83",0,0,0,0.329025711532678,0,0.616659209797222,0.0543150786700992,0,0,0,0,0,0
"85","84",0,0,0,0,0,0.292614365328794,0,0,0,0,0.314307339161713,0.393078295509493,0
"86","85",0,0,0,0,0,0.384393432489504,0,0,0,0,0.615606567510496,0,0
"87","86",0,0,0,0,0,0.382881123336307,0,0,0,0,0.617118876663693,0,0
"88","87",0,0,0,0.447982039418475,0,0.419363298277853,0.132654662303672,0,0,0,0,0,0
"89","88",0,0,0,0.320015766267924,0,0,0,0,0,0,0,0.679984233732076,0
"90","89",0,0,0,0,0,0.585134672676074,0.0409264608290645,0,0,0,0,0.373938866494862,0
"91","90",0,0,0,0,0,0.470696356073078,0.529303643926922,0,0,0,0,0,0
"92","91",0,0,0,0,0,0,0,0.200115154347577,0,0,0.53478911876907,0.265095726883354,0
"93","92",0,0,0,0,0,0.501435622622582,0,0.159648472902743,0,0,0,0,0.338915904474675
