"","cell_ID","glutamatergic neuron","inhibitory interneuron","vascular associated smooth muscle cell","endothelial cell","radial glial cell","oligodendrocyte precursor cell","caudal ganglionic eminence derived interneuron","microglial cell","medial ganglionic eminence derived interneuron","pericyte","astrocyte","neural progenitor cell","oligodendrocyte"
"1","0",0,0,0,0,0,0,0.563698181319315,0,0,0,0.436301818680685,0,0
"2","1",0,0,0,0,0,0.425710668752266,0,0,0,0,0.574289331247734,0,0
"3","2",0,0,0,0,0,0.362306795461061,0,0,0,0,0.637693204538939,0,0
"4","3",0,0,0,0,0,0,1,0,0,0,0,0,0
"5","4",0,0,0,0,0,0.283666190475836,0,0,0,0,0.716333809524164,0,0
"6","5",0,0,0,0,0,0.317547897717166,0,0,0,0,0.389156212812178,0.293295889470656,0
"7","6",0,0,0,0,0,0,0.592590279374199,0,0,0,0.407409720625801,0,0
"8","7",0,0,0,0.52987145615263,0,0,0,0,0,0,0,0.47012854384737,0
"9","8",0,0,0,0,0,0.303178303143344,0.461849790181157,0,0,0,0.234971906675499,0,0
"10","9",0,0,0,0.0368054733468042,0,0,0.0903785809062746,0,0,0,0.556792417512562,0,0.316023528234359
"11","10",0,0,0,0,0,0.701104900383538,0,0,0,0,0,0.298895099616462,0
"12","11",0,0,0,0,0.137264557849591,0,0.297914695398628,0,0,0,0.204194653138553,0.360626093613228,0
"13","12",0,0,0,1,0,0,0,0,0,0,0,0,0
"14","13",0,0,0,0,0,0.0988275907406571,0,0,0,0,0.747370677085327,0.153801732174016,0
"15","14",0,0,0,0,0,0.699554771321759,0.300445228678242,0,0,0,0,0,0
"16","15",0,0,0,0,0,0.800369674393556,0,0,0,0,0.199630325606444,0,0
"17","16",0,0,0,0.221193938024115,0,0,0,0,0,0,0.778806061975885,0,0
"18","17",0,0,0,0.265304155595215,0,0.447491646718843,0.287204197685942,0,0,0,0,0,0
"19","18",0,0,0,0,0,0,0.601565014600419,0,0,0,0,0.398434985399581,0
"20","19",0,0,0,0,0,0.785728992527304,0.214271007472696,0,0,0,0,0,0
"21","20",0,0,0,0,0,0,0.147941054438243,0,0,0,0.49797477038686,0,0.354084175174897
"22","21",0,0,0,0,0,0,0.127802148190169,0.215652803347494,0,0,0.656545048462337,0,0
"23","22",0,0,0,0,0,1,0,0,0,0,0,0,0
"24","23",0,0,0,0,0,0,1,0,0,0,0,0,0
"25","24",0,0,0,0,0,1,0,0,0,0,0,0,0
