"","cell_ID","glutamatergic neuron","inhibitory interneuron","vascular associated smooth muscle cell","endothelial cell","radial glial cell","oligodendrocyte precursor cell","caudal ganglionic eminence derived interneuron","microglial cell","medial ganglionic eminence derived interneuron","pericyte","astrocyte","neural progenitor cell","oligodendrocyte"
"1","0",0,1,0,0,0,0,0,0,0,0,0,0,0
"2","1",0.645108271921594,0.128625369189214,0,0,0,0.226266358889192,0,0,0,0,0,0,0
"3","2",0,1,0,0,0,0,0,0,0,0,0,0,0
"4","3",0.386996260273266,0.253333946826333,0,0,0,0.359669792900401,0,0,0,0,0,0,0
"5","4",0.478876212351918,0,0,0,0,0.521123787648082,0,0,0,0,0,0,0
"6","5",0.338267732370026,0.427894101731868,0,0,0,0.233838165898106,0,0,0,0,0,0,0
"7","6",0.660251755562103,0.339748244437897,0,0,0,0,0,0,0,0,0,0,0
"8","7",0.497370396023443,0,0,0,0,0.193596072419802,0,0.125773147338269,0.183260384218486,0,0,0,0
"9","8",0,0.189796088619573,0,0,0,0.810203911380427,0,0,0,0,0,0,0
"10","9",0.564052462072435,0,0,0,0,0.299890300793973,0,0,0.136057237133592,0,0,0,0
"11","10",0.101513354800019,0.898486645199981,0,0,0,0,0,0,0,0,0,0,0
"12","11",0.44216922645414,0.373919074112773,0,0,0,0.183911699433087,0,0,0,0,0,0,0
"13","12",0.555521180045891,0,0,0,0,0.444478819954109,0,0,0,0,0,0,0
"14","13",0,0.268760540629477,0,0,0,0.519896672180933,0,0,0,0,0,0,0.21134278718959
"15","14",0.646246895261494,0.237705368805827,0,0,0,0.116047735932679,0,0,0,0,0,0,0
"16","15",0.588686846606931,0.411313153393069,0,0,0,0,0,0,0,0,0,0,0
"17","16",0,0.62593185970219,0,0,0,0.37406814029781,0,0,0,0,0,0,0
"18","17",0,0.42011181880977,0,0,0,0.57988818119023,0,0,0,0,0,0,0
"19","18",0.869395829719651,0.130604170280349,0,0,0,0,0,0,0,0,0,0,0
"20","19",0.231298707247842,0.462712814716995,0,0,0,0.305988478035163,0,0,0,0,0,0,0
"21","20",0,0.157363806448473,0,0,0,0.656818401938865,0,0,0,0,0,0.185817791612662,0
"22","21",0.0880272281641762,0.516182063364554,0,0,0.062190885567945,0,0,0,0,0,0,0.333599822903325,0
"23","22",0.340232769860816,0.155383368240557,0,0,0,0.504383861898628,0,0,0,0,0,0,0
"24","23",0.371348181977654,0.270565302769404,0,0,0,0.358086515252942,0,0,0,0,0,0,0
"25","24",0,0.491672947118464,0,0,0,0.421559213006762,0,0,0,0,0,0.0867678398747738,0
"26","25",0.485699588402536,0,0,0,0,0.514300411597464,0,0,0,0,0,0,0
"27","26",0.167021439609403,0,0,0.167288852248698,0,0.390465845679919,0,0,0.275223862461981,0,0,0,0
"28","27",0.150561801466141,0.220565039486599,0,0,0,0.419976139611513,0,0,0,0,0,0.208897019435747,0
"29","28",0.173846905449679,0.244447579876749,0,0,0,0.581705514673572,0,0,0,0,0,0,0
"30","29",0,1,0,0,0,0,0,0,0,0,0,0,0
"31","30",0,0,0,0,0,1,0,0,0,0,0,0,0
"32","31",0,1,0,0,0,0,0,0,0,0,0,0,0
"33","32",0.17125276302705,0.82874723697295,0,0,0,0,0,0,0,0,0,0,0
"34","33",0,0.315597363762693,0,0,0,0.684402636237306,0,0,0,0,0,0,0
"35","34",0.653007641957931,0,0,0,0,0.346992358042068,0,0,0,0,0,0,0
"36","35",1,0,0,0,0,0,0,0,0,0,0,0,0
"37","36",0.465635021647345,0.430051068358209,0,0,0,0.104313909994446,0,0,0,0,0,0,0
"38","37",0.341874647034949,0,0,0,0,0.658125352965051,0,0,0,0,0,0,0
"39","38",0.356549668259948,0.643450331740052,0,0,0,0,0,0,0,0,0,0,0
"40","39",0.0642194797752923,0.837175210868943,0,0,0.0986053093557649,0,0,0,0,0,0,0,0
"41","40",0,0.493629687109313,0,0,0,0.506370312890687,0,0,0,0,0,0,0
"42","41",0.441520237017203,0.20928945157806,0,0,0,0.349190311404737,0,0,0,0,0,0,0
"43","42",0,0.452567959745639,0,0,0,0.547432040254361,0,0,0,0,0,0,0
"44","43",0.149231296203251,0.150615692603631,0,0,0,0.700153011193118,0,0,0,0,0,0,0
"45","44",0,0.36227067364254,0,0,0,0.63772932635746,0,0,0,0,0,0,0
"46","45",0.912133941877933,0,0,0,0,0,0,0,0.0846151374326852,0,0,0.00325092068938152,0
