restart_index,selected,step,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective
0,True,0,-12589087.87890625,-13183335.27734375,-35854.29541015625,-25808277.451660156
0,True,1,-12567365.03125,-13183303.234375,-36016.247314453125,-25786684.512939453
0,True,2,-12558270.5078125,-13183205.1640625,-36163.41259765625,-25777639.084472656
0,True,3,-12554875.92578125,-13183069.51171875,-36292.978759765625,-25774238.416259766
0,True,4,-12553056.8046875,-13182916.98046875,-36403.148193359375,-25772376.93334961
0,True,5,-12551356.90625,-13182757.484375,-36494.25732421875,-25770608.64794922
0,True,6,-12549528.9375,-13182596.18359375,-36568.573486328125,-25768693.694580078
0,True,7,-12547663.62890625,-13182434.89453125,-36629.2099609375,-25766727.733398438
0,True,8,-12545877.69921875,-13182274.6953125,-36679.4736328125,-25764831.868164062
0,True,9,-12544238.29296875,-13182116.27734375,-36722.35498046875,-25763076.92529297
0,True,10,-12542754.8984375,-13181959.359375,-36760.325927734375,-25761474.583740234
0,True,11,-12541403.8671875,-13181804.01171875,-36795.3125,-25760003.19140625
0,True,12,-12540154.7890625,-13181650.21875,-36828.717529296875,-25758633.725341797
0,True,13,-12538987.1328125,-13181497.9921875,-36861.43896484375,-25757346.563964844
0,True,14,-12537897.41796875,-13181347.29296875,-36893.966064453125,-25756138.677001953
0,True,15,-12536893.62890625,-13181198.328125,-36926.49853515625,-25755018.455566406
0,True,16,-12535980.0546875,-13181051.140625,-36959.025390625,-25753990.220703125
0,True,17,-12535144.26171875,-13180905.84765625,-36991.410888671875,-25753041.520263672
0,True,18,-12534361.73828125,-13180762.8125,-37023.461669921875,-25752148.012451172
0,True,19,-12533609.359375,-13180621.71484375,-37054.954345703125,-25751286.028564453
0,True,20,-12532878.625,-13180483.19921875,-37085.647705078125,-25750447.471923828
0,True,21,-12532175.59765625,-13180347.0703125,-37115.285888671875,-25749637.953857422
0,True,22,-12531508.57421875,-13180213.51953125,-37143.61328125,-25748865.70703125
0,True,23,-12530878.85546875,-13180082.5234375,-37170.41015625,-25748131.7890625
0,True,24,-12530282.06640625,-13179954.0703125,-37195.5078125,-25747431.64453125
0,True,25,-12529715.84375,-13179828.078125,-37218.815185546875,-25746762.737060547
0,True,26,-12529180.546875,-13179704.6796875,-37240.3046875,-25746125.53125
0,True,27,-12528677.53125,-13179583.5625,-37260.0078125,-25745521.1015625
0,True,28,-12528205.16015625,-13179465.1875,-37277.994140625,-25744948.341796875
0,True,29,-12527760.42578125,-13179349.1640625,-37294.36181640625,-25744403.951660156
0,True,30,-12527339.578125,-13179235.703125,-37309.2255859375,-25743884.506835938
0,True,31,-12526938.33984375,-13179124.625,-37322.699462890625,-25743385.66430664
0,True,32,-12526553.51953125,-13179015.92578125,-37334.87841796875,-25742904.32373047
0,True,33,-12526183.29296875,-13178909.50390625,-37345.837158203125,-25742438.634033203
0,True,34,-12525827.24609375,-13178805.4375,-37355.613525390625,-25741988.29711914
0,True,35,-12525485.765625,-13178703.4765625,-37364.2373046875,-25741553.479492188
0,True,36,-12525159.140625,-13178603.79296875,-37371.730224609375,-25741134.66381836
0,True,37,-12524847.296875,-13178506.56640625,-37378.133056640625,-25740731.99633789
0,True,38,-12524550.91015625,-13178411.4765625,-37383.513916015625,-25740345.900634766
0,True,39,-12524270.0078125,-13178318.671875,-37387.97216796875,-25739976.65185547
0,True,40,-12524003.16796875,-13178227.92578125,-37391.628173828125,-25739622.721923828
0,True,41,-12523747.265625,-13178139.09375,-37394.59375,-25739280.953125
0,True,42,-12523500.23828125,-13178052.10546875,-37396.967529296875,-25738949.311279297
0,True,43,-12523261.90234375,-13177966.46875,-37398.81201171875,-25738627.18310547
0,True,44,-12523033.07421875,-13177882.3203125,-37400.156494140625,-25738315.55102539
0,True,45,-12522814.07421875,-13177799.23046875,-37401.00537109375,-25738014.310058594
0,True,46,-12522604.2265625,-13177717.3671875,-37401.350341796875,-25737722.944091797
0,True,47,-12522403.51953125,-13177636.68359375,-37401.188232421875,-25737441.391357422
0,True,48,-12522211.89453125,-13177556.828125,-37400.535888671875,-25737169.258544922
0,True,49,-12522028.890625,-13177478.23828125,-37399.44091796875,-25736906.56982422
0,True,50,-12521853.6171875,-13177400.76953125,-37397.974853515625,-25736652.361572266
0,True,51,-12521684.73828125,-13177324.125,-37396.216796875,-25736405.080078125
0,True,52,-12521521.6015625,-13177248.4296875,-37394.2412109375,-25736164.272460938
0,True,53,-12521363.90625,-13177173.515625,-37392.102294921875,-25735929.524169922
0,True,54,-12521212.1015625,-13177099.4140625,-37389.83447265625,-25735701.350097656
0,True,55,-12521066.66796875,-13177026.13671875,-37387.464111328125,-25735480.268798828
0,True,56,-12520927.4921875,-13176953.76953125,-37385.0244140625,-25735266.286132812
0,True,57,-12520793.46484375,-13176882.2265625,-37382.551025390625,-25735058.24243164
0,True,58,-12520663.3984375,-13176811.8359375,-37380.100341796875,-25734855.334716797
0,True,59,-12520537.1953125,-13176742.375,-37377.735107421875,-25734657.305419922
0,True,60,-12520415.19140625,-13176674.0859375,-37375.51513671875,-25734464.79248047
0,True,61,-12520297.41015625,-13176606.875,-37373.48583984375,-25734277.770996094
0,True,62,-12520183.73046875,-13176540.70703125,-37371.67919921875,-25734096.11669922
0,True,63,-12520073.5390625,-13176475.51171875,-37370.10986328125,-25733919.16064453
0,True,64,-12519966.71484375,-13176411.33984375,-37368.781494140625,-25733746.83618164
0,True,65,-12519863.3203125,-13176348.078125,-37367.686767578125,-25733579.085205078
0,True,66,-12519763.390625,-13176285.8359375,-37366.823486328125,-25733416.050048828
0,True,67,-12519666.96875,-13176224.35546875,-37366.1875,-25733257.51171875
0,True,68,-12519573.91015625,-13176164.01953125,-37365.77783203125,-25733103.70751953
0,True,69,-12519484.16796875,-13176104.5390625,-37365.606201171875,-25732954.313232422
0,True,70,-12519397.40234375,-13176046.0859375,-37365.68408203125,-25732809.17236328
0,True,71,-12519313.65625,-13175988.8125,-37366.045654296875,-25732668.514404297
0,True,72,-12519232.71484375,-13175932.703125,-37366.723388671875,-25732532.141357422
0,True,73,-12519154.421875,-13175877.7890625,-37367.75439453125,-25732399.96533203
0,True,74,-12519078.4921875,-13175824.234375,-37369.166259765625,-25732271.892822266
0,True,75,-12519005.08203125,-13175771.765625,-37370.97607421875,-25732147.82373047
0,True,76,-12518934.06640625,-13175720.828125,-37373.180419921875,-25732028.074951172
0,True,77,-12518865.42578125,-13175671.0546875,-37375.7744140625,-25731912.254882812
0,True,78,-12518799.08984375,-13175622.640625,-37378.74755859375,-25731800.478027344
0,True,79,-12518734.94921875,-13175575.3671875,-37382.08935546875,-25731692.40576172
0,True,80,-12518672.9921875,-13175529.58203125,-37385.7880859375,-25731588.362304688
0,True,81,-12518613.046875,-13175484.92578125,-37389.828857421875,-25731487.801513672
0,True,82,-12518555.125,-13175441.60546875,-37394.201416015625,-25731390.931884766
0,True,83,-12518499.31640625,-13175399.48046875,-37398.898681640625,-25731297.69555664
0,True,84,-12518445.47265625,-13175358.7578125,-37403.919921875,-25731208.150390625
0,True,85,-12518393.35546875,-13175319.37890625,-37409.2587890625,-25731121.993164062
0,True,86,-12518342.9921875,-13175281.22265625,-37414.9091796875,-25731039.124023438
0,True,87,-12518294.36328125,-13175244.5078125,-37420.853271484375,-25730959.724365234
0,True,88,-12518247.2578125,-13175209.15234375,-37427.07275390625,-25730883.482910156
0,True,89,-12518201.8359375,-13175174.9921875,-37433.548583984375,-25730810.376708984
0,True,90,-12518157.91015625,-13175142.21875,-37440.26513671875,-25730740.39404297
0,True,91,-12518115.4140625,-13175110.55078125,-37447.213623046875,-25730673.178466797
0,True,92,-12518074.36328125,-13175080.234375,-37454.386962890625,-25730608.98461914
0,True,93,-12518034.6328125,-13175050.953125,-37461.771240234375,-25730547.357177734
0,True,94,-12517996.2109375,-13175022.83203125,-37469.34716796875,-25730488.39013672
0,True,95,-12517959.1796875,-13174995.79296875,-37477.08251953125,-25730432.05517578
0,True,96,-12517923.32421875,-13174969.7578125,-37484.95166015625,-25730378.033691406
0,True,97,-12517888.46875,-13174944.7578125,-37492.93505859375,-25730326.161621094
0,True,98,-12517854.8671875,-13174920.76171875,-37501.022705078125,-25730276.651611328
0,True,99,-12517822.25390625,-13174897.703125,-37509.204345703125,-25730229.161376953
0,True,100,-12517790.53125,-13174875.546875,-37517.473388671875,-25730183.551513672
0,True,101,-12517759.7265625,-13174854.1640625,-37525.8173828125,-25730139.708007812
0,True,102,-12517729.78125,-13174833.5859375,-37534.222412109375,-25730097.58959961
0,True,103,-12517700.6953125,-13174813.74609375,-37542.67626953125,-25730057.11767578
0,True,104,-12517672.42578125,-13174794.57421875,-37551.169677734375,-25730018.169677734
0,True,105,-12517644.71484375,-13174776.13671875,-37559.693603515625,-25729980.545166016
0,True,106,-12517617.7578125,-13174758.48046875,-37568.234619140625,-25729944.47290039
0,True,107,-12517591.4921875,-13174741.3046875,-37576.77978515625,-25729909.576660156
0,True,108,-12517565.8203125,-13174724.7734375,-37585.312744140625,-25729875.90649414
